language,category_size,n,tipo_instancia,algoritmo,replica_id,tiempo_ejecucion,memoria_max_mb,costo_minimo,status
Python,XS,4,uniforme,rec_con_memo,49,62784.0,0.00025177001953125,2.0,ok
Python,XS,4,uniforme,prog_dinamica,49,64020.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,0,45476.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,0,58656.0,0.00025177001953125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,0,55067.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,1,45062.0,0.000213623046875,2.0,ok
Python,XS,4,estructurada,rec_con_memo,1,53431.0,0.00025177001953125,2.0,ok
Python,XS,4,estructurada,prog_dinamica,1,62787.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,2,29811.0,0.000213623046875,2.0,ok
Python,XS,4,estructurada,rec_con_memo,2,22745.0,0.00025177001953125,2.0,ok
Python,XS,4,estructurada,prog_dinamica,2,26237.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,3,19942.0,0.000213623046875,4.0,ok
Python,XS,4,estructurada,rec_con_memo,3,20235.0,0.00025177001953125,4.0,ok
Python,XS,4,estructurada,prog_dinamica,3,25726.0,0.00020599365234375,4.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,4,71589.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,4,46890.0,0.00025177001953125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,4,64669.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,5,55751.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,5,53839.0,0.00025177001953125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,5,88341.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,6,53551.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,6,57528.0,0.00025177001953125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,6,72517.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,7,56904.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,7,55853.0,0.00025177001953125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,7,78122.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,8,52100.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,8,48063.0,0.00025177001953125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,8,77254.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,9,69356.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,9,55037.0,0.00025177001953125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,9,57739.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,10,38129.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,10,27935.0,0.00035858154296875,5.0,ok
Python,XS,4,estructurada,prog_dinamica,10,28381.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,11,21767.0,0.000213623046875,4.0,ok
Python,XS,4,estructurada,rec_con_memo,11,23591.0,0.00030517578125,4.0,ok
